405,406,407,408,405,406,407,408,405,406,407,408,407,411,405,406,407,408,405,406,407,408,405,406,407,408,405,406,407,408,409,410
420,421,422,423,420,421,422,423,420,421,422,423,405,406,407,408,405,406,407,408,409,410,411,405,406,407,408,405,406,407,408,409
407,408,405,406,407,408,409,410,411,412,413,414,420,421,422,423,420,421,422,423,424,425,426,420,421,422,423,420,421,422,423,424
422,423,420,421,422,423,424,425,426,427,428,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
405,406,407,408,405,406,407,408,409,410,411,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
420,421,422,423,420,421,422,423,424,425,426,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
407,408,405,406,407,408,409,410,411,412,413,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
422,423,420,421,422,423,424,425,426,427,428,414,414,429,414,414,409,408,405,406,407,407,408,405,406,407,408,409,410,411,412,413
405,406,407,408,405,406,407,408,409,410,411,414,414,429,414,414,424,423,420,421,422,409,408,405,406,407,408,409,410,411,412,413
420,421,422,423,420,421,422,423,424,425,426,414,414,429,414,414,414,409,410,407,410,424,423,420,421,422,423,424,425,426,427,428
407,408,405,406,407,408,409,410,411,412,413,414,414,429,414,414,414,409,408,405,406,407,407,408,405,406,407,408,409,410,411,412
422,423,420,421,422,423,424,425,426,427,428,414,414,429,414,414,414,424,423,420,421,422,422,423,420,421,422,423,424,425,426,427
405,406,407,408,405,406,407,408,409,410,411,414,414,429,414,414,414,409,408,405,407,408,405,406,407,408,409,410,407,408,405,406
420,421,422,423,420,421,422,423,424,425,426,414,414,429,414,414,414,424,423,420,422,423,420,421,422,423,424,425,422,423,420,421
407,408,405,406,407,408,409,410,411,412,413,414,414,429,414,414,414,409,408,405,406,407,407,408,405,406,407,408,409,410,411,412
422,423,420,421,422,423,424,425,426,427,428,414,414,429,414,414,414,424,423,420,421,422,422,423,420,421,422,423,424,425,426,427
405,406,407,408,405,406,407,408,409,410,411,414,414,429,414,414,409,409,410,406,407,408,405,406,407,408,405,406,407,408,409,410
420,421,422,423,420,421,422,423,424,425,426,414,414,429,414,414,409,408,405,406,407,408,409,410,411,407,408,405,406,407,408,409
407,408,405,406,407,408,409,410,411,412,413,414,414,429,414,414,424,423,420,421,422,423,424,425,426,422,423,420,421,422,423,424
422,423,420,421,422,423,424,425,426,427,428,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
405,406,407,408,405,406,407,408,409,410,411,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
420,421,422,423,420,421,422,423,424,425,426,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
407,408,405,406,407,408,409,410,411,412,413,414,414,429,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414
422,423,420,421,422,423,424,425,426,427,428,409,407,411,405,406,407,408,405,406,407,408,405,406,407,408,405,406,407,408,409,410
