203,203,203,175,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,145,204,204,204
162,162,162,195,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
162,162,162,195,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
162,162,162,195,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
162,162,162,195,195,196,2,2,122,123,124,125,122,123,124,125,122,123,124,125,122,123,124,125,2,2,233,248,248,162,162,162
162,162,162,195,195,196,2,2,137,138,139,140,137,138,139,140,137,138,139,140,137,138,139,140,2,2,233,248,248,162,162,162
162,162,162,195,195,196,2,2,152,153,153,154,152,153,153,154,152,153,153,154,152,153,153,154,2,2,233,248,248,162,162,162
203,203,204,160,195,196,2,2,167,168,168,169,167,168,168,169,167,168,168,169,167,168,168,169,2,2,233,248,248,204,204,204
203,203,203,175,195,196,2,2,2,2,2,2,122,123,124,125,122,123,124,125,2,2,2,2,2,2,207,162,162,162,162,162
162,162,162,195,195,196,2,2,2,2,2,2,137,138,139,140,137,138,139,140,2,2,2,2,2,2,222,177,177,177,177,177
162,162,162,195,195,196,2,2,2,2,2,2,152,153,153,154,152,153,153,154,2,2,2,2,2,2,237,162,162,162,162,162
162,162,162,195,195,196,2,2,2,2,2,2,167,168,168,169,167,168,168,169,2,2,2,2,2,2,252,177,177,177,177,177
162,162,162,195,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
162,162,162,195,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
162,162,162,195,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
203,203,203,160,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
195,200,162,162,162,208,2,2,122,123,124,125,122,123,124,125,122,123,124,125,122,123,124,125,2,2,2,2,2,2,2,2
195,215,177,177,177,223,2,2,137,138,139,140,137,138,139,140,137,138,139,140,137,138,139,140,2,2,2,2,2,2,2,2
195,230,162,162,162,238,2,2,152,153,153,154,152,153,153,154,152,153,153,154,152,153,153,154,2,2,2,2,2,2,2,2
195,245,177,177,177,253,2,2,167,168,168,169,167,168,168,169,167,168,168,169,167,168,168,169,2,2,2,145,204,204,204,204
195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,190,248,145,204,204,204
195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,205,248,248,162,162,162
195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,220,248,248,162,162,162
195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,235,248,248,162,162,162
