162,162,162,162,162,195,200,163,162,162,162,162,162,162,163,162,162,162,162,162,162,162,162,162,162,163,162,162,162,162,162,162
162,162,162,162,162,195,215,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177
162,162,162,162,162,195,230,161,162,163,162,162,162,162,161,162,163,162,162,162,162,162,162,162,162,161,162,163,162,162,162,162
162,162,162,162,162,195,245,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
204,204,204,204,204,160,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
203,203,203,203,203,175,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
162,162,162,162,162,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
162,162,162,162,162,195,196,2,2,15,16,17,18,19,20,120,121,2,2,2,2,15,16,17,18,19,20,2,2,2,2,2
162,162,162,162,162,195,196,2,2,30,31,32,33,34,35,135,136,2,2,2,2,30,31,32,33,34,35,2,2,2,2,2
162,162,162,162,162,195,196,2,2,45,46,47,48,49,50,150,151,2,2,2,2,45,46,47,48,49,50,2,2,2,2,2
162,162,162,162,162,195,196,2,2,60,61,62,63,64,65,165,166,2,2,2,2,60,61,62,63,64,65,2,2,2,2,2
204,204,204,204,204,160,196,2,2,75,76,77,78,79,80,2,2,2,2,2,2,75,76,77,78,79,80,2,2,2,2,2
163,162,162,162,162,162,208,2,2,90,91,92,93,94,95,2,2,2,2,2,2,90,91,92,93,94,95,2,2,2,2,2
177,177,177,177,177,177,223,2,2,105,106,107,108,109,110,2,2,2,2,2,2,105,106,107,108,109,110,2,2,2,2,2
161,162,163,162,162,162,238,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
178,178,178,178,178,178,253,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,122,123,124,125,122,123,124,125,122,123,124,125,122,123,124,125,122,123,124,125,122,123,124,125,2,2,2,2
2,2,2,2,137,138,139,140,137,138,139,140,137,138,139,140,137,138,139,140,137,138,139,140,137,138,139,140,2,2,2,2
2,2,2,2,152,153,153,154,152,153,153,154,152,153,153,154,152,153,153,154,152,153,153,154,152,153,153,154,2,2,2,2
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199
