162,162,162,195,195,196,2,2,75,76,77,78,79,80,120,121,2,2,2,2,2,2,233,248,248,162,162,162,162,162,162,195
162,162,162,195,195,196,2,2,90,91,92,93,94,95,135,136,2,2,2,2,2,2,233,248,248,162,162,162,162,162,162,195
162,162,162,195,195,196,2,2,105,106,107,108,109,110,150,151,2,2,2,2,2,2,233,248,248,162,162,162,162,162,162,195
203,203,203,160,195,196,2,2,2,2,2,2,2,2,165,166,2,2,2,2,2,2,235,248,401,203,203,203,203,204,204,160
195,200,162,162,162,208,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,207,162,162,162,201,248,248,162,162,162
195,215,178,178,178,223,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,222,177,177,177,216,248,248,162,162,162
195,230,162,162,162,238,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,237,162,162,162,231,248,248,162,162,162
195,245,274,274,274,253,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,252,177,177,177,246,248,248,162,162,162
195,196,2,2,2,2,2,2,2,2,2,2,122,123,124,125,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
195,196,2,2,2,2,2,2,2,2,2,2,137,138,139,140,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
195,196,2,2,2,2,2,2,2,2,2,2,152,153,153,154,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
195,196,2,2,2,2,2,2,2,2,2,2,167,168,168,169,2,2,2,2,2,2,2,145,204,204,204,402,401,204,204,204
195,196,2,2,122,123,124,125,2,2,2,2,2,2,2,2,2,2,2,2,2,2,190,248,248,162,162,162,162,162,162,195
195,196,2,2,137,138,139,140,2,2,2,2,2,2,2,2,2,2,2,2,2,2,205,248,248,162,162,162,162,162,162,195
195,196,2,2,152,153,153,154,2,2,2,2,2,2,2,2,2,2,2,2,2,2,220,248,248,162,162,162,162,162,162,195
195,196,2,2,167,168,168,169,2,2,2,2,2,2,2,2,2,2,2,2,2,2,235,248,401,203,203,203,203,203,203,160
195,196,2,2,2,2,2,2,2,2,2,2,122,123,124,125,122,123,124,125,2,2,207,162,162,162,201,248,145,203,203,203
195,196,2,2,2,2,2,2,2,2,2,2,137,138,139,140,137,138,139,140,2,2,222,177,177,177,216,248,248,162,162,162
195,196,2,2,2,2,2,2,2,2,2,2,152,153,153,154,152,153,153,154,2,2,237,162,162,162,231,248,248,162,162,162
195,203,203,203,175,191,2,2,2,2,2,2,167,168,168,169,167,168,168,169,2,2,252,177,177,177,246,248,248,162,162,162
204,204,204,175,195,206,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
162,162,162,195,195,221,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
162,162,162,195,195,236,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,248,162,162,162
162,162,162,195,195,196,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,233,248,401,203,203,203
