162,162,162,163,157,158,158,158,159,157,158,159,0,0,0,0,0,0,0,0,157,158,158,159,157,158,158,159,162,162,162,163
177,177,177,178,172,173,173,173,174,172,173,174,0,0,0,0,0,0,0,0,172,173,173,174,172,173,173,174,177,177,177,178
162,147,162,162,172,173,173,173,174,172,173,174,0,0,0,0,0,0,0,0,172,173,173,174,172,173,173,174,162,147,162,162
177,177,178,178,187,188,188,188,189,187,188,189,0,0,0,0,0,0,0,0,187,188,188,189,187,188,188,189,177,177,178,178
19,20,120,121,15,16,17,18,19,20,120,121,4,4,4,4,4,4,4,4,15,16,17,18,19,20,120,121,15,16,17,18
34,35,135,136,30,31,32,33,34,35,135,136,4,2,2,2,2,2,2,2,30,31,32,33,34,35,135,136,30,31,32,33
49,50,150,151,45,46,47,48,49,50,150,151,4,2,2,2,2,2,2,2,45,46,47,48,49,50,150,151,45,46,47,48
64,65,165,166,60,61,62,63,64,65,165,166,4,2,2,2,2,2,2,2,60,61,62,63,64,65,165,166,60,61,62,63
79,80,120,121,75,76,77,78,79,80,4,4,4,2,2,2,2,2,2,2,75,76,77,78,79,80,2,2,75,76,77,78
94,95,135,136,90,91,92,93,94,95,4,2,2,2,2,2,2,2,2,2,90,91,92,93,94,95,2,2,90,91,92,93
109,110,150,151,105,106,107,108,109,110,4,2,2,2,2,2,2,2,2,2,105,106,107,108,109,110,2,2,105,106,107,108
4,4,165,166,2,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186
122,123,124,125,122,123,124,125,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,122,123,124,125
137,138,139,140,137,138,139,140,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,137,138,139,140
152,153,153,154,152,153,153,154,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,152,153,153,154
167,168,168,169,167,168,168,169,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,167,168,168,169
182,182,182,182,182,182,182,182,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,182,182,182,182
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
